Afghanistan	50.56119845559846
Akrotiri	127.64227642276423
Albania	125.9140809795464
Algeria	14.178570708809525
American Samoa	288.9246231155779
Andorra	154.72863247863248
Angola	10.051621881767867
Anguilla	138.31372549019608
Antigua and Barbuda	157.65688487584652
Argentina	14.70146915851371
Armenia	99.61697986577181
Aruba	526.119170984456
Australia	2.680012749045448
Austria	97.83633003457732
Azerbaijan	94.43091224018475
Bahamas, The	22.055308464849354
Bahrain	1080.1593984962406
Bangladesh	1066.2979236111112
Barbados	654.2180974477958
Belarus	46.65591522157996
Belgium	340.8002817085954
Belize	13.118087607768006
Benin	73.65424436156988
Bermuda	1255.3962264150944
Bhutan	14.517468085106383
Bolivia	8.417972291503578
Bosnia and Herzegovina	89.77899039683936
Botswana	3.068646001632327
Brazil	22.545745665072637
British Virgin Islands	156.88888888888889
Brunei	66.09549393414211
Bulgaria	65.48259850329096
Burkina Faso	55.67007658643326
Burma	70.38788651436994
Burundi	312.28907653611213
Cambodia	78.66570923552806
Cameroon	38.84337035167424
Canada	3.326368923559817
Cape Verde	105.87602281180263
Cayman Islands	182.6793893129771
Central African Republic	7.118759069253785
Chad	7.874873052959502
Chile	21.73742387211837
China	138.59019991747385
Christmas Island	10.385185185185184
Cocos (Keeling) Islands	42.57142857142857
Colombia	39.52346893081982
Comoros	337.2235023041475
Congo, Democratic Republic of the	28.359436516429962
Congo, Republic of the	11.41321052631579
Cook Islands	92.50210970464136
Costa Rica	82.11181996086106
Cote d'Ivoire	56.97779569559015
Croatia	79.43728555763857
Cuba	103.0484575139816
Cyprus	85.68691891891892
Czech Republic	129.5984454644587
Denmark	127.27347194505036
Dhekelia	119.8473282442748
Djibouti	22.009608695652172
Dominica	96.17241379310344
Dominican Republic	195.09815308844654
Ecuador	49.11711807024968
Egypt	81.59520395426631
El Salvador	335.8556558935361
Equatorial Guinea	21.976364478984706
Eritrea	41.44803000329706
Estonia	28.912682969973023
Ethiopia	69.4279260456009
European Union	113.53605268427403
Falkland Islands (Islas Malvinas)	0.2579479175223856
Faroe Islands	34.78770550393138
Fiji	50.9984126984127
Finland	15.510355025211078
France	99.55719918498913
French Polynesia	67.91912646988241
Gabon	5.551046636305559
Gambia, The	153.58088495575223
Gaza Strip	4270.191666666667
Georgia	66.43961262553802
Germany	230.71345383044695
Ghana	97.64824187755784
Gibraltar	4000.285714285714
Greece	81.27039563437927
Greenland	0.026003584345219904
Grenada	262.625
Guam	325.0961182994455
Guatemala	119.40679584902195
Guernsey	842.6410256410256
Guinea	41.53405028126106
Guinea-Bissau	41.61633444075304
Guyana	3.585588686793506
Haiti	321.60551351351353
Holy See (Vatican City)	1681.6326530612246
Honduras	68.1535105718619
Hong Kong	6427.322344322344
Hungary	106.74959690422445
Iceland	2.9550194174757283
India	349.1907135622143
Indonesia	123.7404425249031
Iran	39.97282949029126
Iraq	64.56872323095509
Ireland	59.136582242458736
Isle of Man	133.25174825174824
Israel	342.4342320654791
Italy	193.0263287189191
Jamaica	255.1480302065326
Japan	336.8889038866172
Jersey	789.0775862068965
Jordan	67.15793066088841
Kazakhstan	5.645505832995989
Kenya	65.14002917703596
Kiribati	136.0739827373613
Korea, North	194.78255350920855
Korea, South	499.9273354995938
Kosovo	195.3438045375218
Kuwait	145.72384960718293
Kyrgyzstan	26.986745591939545
Laos	28.199045608108108
Latvia	34.76478967006766
Lebanon	381.91740384615383
Lesotho	70.10970186130785
Liberia	29.94151926012391
Libya	3.5086323698239315
Liechtenstein	215.6125
Lithuania	54.68105828220859
Luxembourg	187.93735498839908
Macau	16457.964285714286
Macedonia	81.3687680101054
Madagascar	34.14171266012537
Malawi	117.58804017555705
Malaysia	76.64634723275209
Maldives	1263.9133333333334
Mali	9.938733064516128
Malta	1277.0
Marshall Islands	349.02762430939225
Mauritania	3.2647133016396626
Mauritius	624.6024509803922
Mayotte	578.3582887700535
Mexico	55.742769511545966
Micronesia, Federated States of	153.36894586894587
Moldova	127.77974765830453
Monaco	16398.0
Mongolia	1.9155107421700182
Montenegro	48.3514187936689
Montserrat	94.49019607843137
Morocco	76.90789161348113
Mozambique	26.55310195985479
Namibia	2.5304379114581943
Nauru	655.7142857142857
Nepal	200.5633471711702
Netherlands	400.8407503732601
Netherlands Antilles	234.759375
New Caledonia	11.795592864637985
New Zealand	15.533199344945661
Nicaragua	44.68041762552705
Niger	10.475674033149172
Nigeria	149.69477184747686
Niue	5.553846153846154
Norfolk Island	60.8
Northern Mariana Islands	181.58490566037736
Norway	14.343509305069148
Oman	15.587122281841287
Pakistan	208.67482647958803
Palau	46.05458515283843
Panama	42.10604859335039
Papua New Guinea	12.816024976233688
Paraguay	16.79485187461586
Peru	22.704983582577302
Philippines	308.93817666666666
Pitcairn Islands	1.0212765957446808
Poland	123.12933463389673
Portugal	115.56223008734617
Puerto Rico	287.02886149383613
Qatar	81.19568068549445
Romania	93.67099789473684
Russia	8.240143248688156
Rwanda	386.7439820791252
Saint Helena	18.404358353510897
Saint Kitts and Nevis	151.7969348659004
Saint Lucia	280.65584415584414
Saint Martin	544.0
Saint Pierre and Miquelon	29.107438016528924
Saint Vincent and the Grenadines	304.45244215938305
Samoa	73.73743206521739
San Marino	491.3606557377049
Sao Tome and Principe	205.97202797202797
Saudi Arabia	13.100222357642265
Senegal	65.51434323869718
Serbia	131.1284559981413
Seychelles	180.76263736263735
Sierra Leone	87.74427097853359
Singapore	6649.591630591631
Slovakia	111.68813594021906
Slovenia	99.03373945641987
Solomon Islands	20.432970123022848
Somalia	14.9902941550081
South Africa	35.89284718897756
Spain	80.21492644349442
Sri Lanka	322.0358634354519
Sudan	16.050081610337575
Suriname	2.9153916824891284
Svalbard	0.03548017043592265
Swaziland	65.01261302770259
Sweden	20.102472642255826
Switzerland	183.61637200290627
Syria	106.63995031860892
Taiwan	637.0468593663146
Tajikistan	50.39751222921034
Tanzania	42.549693308658355
Thailand	127.41886770428016
Timor-Leste	73.88398747251283
Togo	103.17289777229902
Tokelau	143.3
Tonga	159.10294117647058
Trinidad and Tobago	204.24453978159127
Tunisia	63.4654177617505
Turkey	92.10177944605293
Turkmenistan	10.611700471214915
Turks and Caicos Islands	51.98139534883721
Tuvalu	468.34615384615387
Uganda	132.8926114217929
Ukraine	76.1873231737618
United Arab Emirates	55.27989234449761
United Kingdom	248.93355118045912
United States	30.918498610408655
Uruguay	19.7354329815004
Uzbekistan	63.183817612874385
Vanuatu	17.659508196721312
Venezuela	28.962025108272574
Vietnam	261.30767993688556
Virgin Islands	56.654450261780106
Wallis and Futuna	60.02919708029197
West Bank	445.7174061433447
Western Sahara	1.4805676691729324
Yemen	43.58841600848533
Zambia	15.50533739739096
Zimbabwe	31.70392749244713
